Date,Open,High,Low,Close,Adj Close,Volume\
2018-11-01,1075.800049,1083.974976,1062.459961,1070.000000,1070.000000,1482000\
2018-11-02,1073.729980,1082.974976,1054.609985,1057.790039,1057.790039,1839000\
2018-11-05,1055.000000,1058.469971,1021.239990,1040.089966,1040.089966,2441400\
2018-11-06,1039.479980,1064.344971,1038.069946,1055.810059,1055.810059,1233300\
2018-11-07,1069.000000,1095.459961,1065.900024,1093.390015,1093.390015,2058400\
2018-11-08,1091.380005,1093.270020,1072.204956,1082.400024,1082.400024,1488200\
2018-11-09,1073.989990,1075.560059,1053.109985,1066.150024,1066.150024,1343200\
2018-11-12,1061.390015,1062.119995,1031.000000,1038.630005,1038.630005,1471800\
2018-11-13,1043.290039,1056.604980,1031.150024,1036.050049,1036.050049,1513700\
2018-11-14,1050.000000,1054.563965,1031.000000,1043.660034,1043.660034,1565900\
2018-11-15,1044.709961,1071.849976,1031.780029,1064.709961,1064.709961,1836100\
2018-11-16,1059.410034,1067.000000,1048.979980,1061.489990,1061.489990,1658100\
2018-11-19,1057.199951,1060.790039,1016.260010,1020.000000,1020.000000,1858600\
2018-11-20,1000.000000,1031.739990,996.020020,1025.760010,1025.760010,2449100\
2018-11-21,1036.760010,1048.560059,1033.469971,1037.609985,1037.609985,1534300\
2018-11-23,1030.000000,1037.589966,1022.398987,1023.880005,1023.880005,691500\
2018-11-26,1038.349976,1049.310059,1033.910034,1048.619995,1048.619995,1942800\
2018-11-27,1041.000000,1057.579956,1038.489990,1044.410034,1044.410034,1803200\
2018-11-28,1048.760010,1086.839966,1035.760010,1086.229980,1086.229980,2475400\
2018-11-29,1076.079956,1094.244995,1076.000000,1088.300049,1088.300049,1468900\
2018-11-30,1089.069946,1095.569946,1077.880005,1094.430054,1094.430054,2580200\
2018-12-03,1123.140015,1124.650024,1103.665039,1106.430054,1106.430054,1991200\
2018-12-04,1103.119995,1104.420044,1049.979980,1050.819946,1050.819946,2345200\
2018-12-06,1034.260010,1071.199951,1030.770020,1068.729980,1068.729980,2769200\
2018-12-07,1060.010010,1075.260010,1028.500000,1036.579956,1036.579956,2101200\
2018-12-10,1035.050049,1048.449951,1023.289978,1039.550049,1039.550049,1807700\
2018-12-11,1056.489990,1060.599976,1039.839966,1051.750000,1051.750000,1394700\
2018-12-12,1068.000000,1081.650024,1062.790039,1063.680054,1063.680054,1523800\
2018-12-13,1068.069946,1079.760010,1053.930054,1061.900024,1061.900024,1329800\
2018-12-14,1049.979980,1062.599976,1040.790039,1042.099976,1042.099976,1686600\
2018-12-17,1037.510010,1053.150024,1007.900024,1016.530029,1016.530029,2385400\
2018-12-18,1026.089966,1049.479980,1021.440002,1028.709961,1028.709961,2192500\
2018-12-19,1033.989990,1062.000000,1008.049988,1023.010010,1023.010010,2479300\
2018-12-20,1018.130005,1034.219971,996.359985,1009.409973,1009.409973,2673500\
2018-12-21,1015.299988,1024.020020,973.690002,979.539978,979.539978,4596000\
2018-12-24,973.900024,1003.539978,970.109985,976.219971,976.219971,1590300\
2018-12-26,989.010010,1040.000000,983.000000,1039.459961,1039.459961,2373300\
2018-12-27,1017.150024,1043.890015,997.000000,1043.880005,1043.880005,2109800\
2018-12-28,1049.619995,1055.560059,1033.099976,1037.079956,1037.079956,1414800\
2018-12-31,1050.959961,1052.699951,1023.590027,1035.609985,1035.609985,1493300\
2019-01-02,1016.570007,1052.319946,1015.710022,1045.849976,1045.849976,1532600\
2019-01-03,1041.000000,1056.979980,1014.070007,1016.059998,1016.059998,1841100\
2019-01-04,1032.589966,1070.839966,1027.417969,1070.709961,1070.709961,2093900\
2019-01-07,1071.500000,1074.000000,1054.760010,1068.390015,1068.390015,1981900\
2019-01-08,1076.109985,1084.560059,1060.530029,1076.280029,1076.280029,1764900\
2019-01-09,1081.650024,1082.630005,1066.400024,1074.660034,1074.660034,1199300\
2019-01-10,1067.660034,1071.150024,1057.709961,1070.329956,1070.329956,1456400\
2019-01-11,1063.180054,1063.775024,1048.479980,1057.189941,1057.189941,1520800\
2019-01-14,1046.920044,1051.530029,1041.255005,1044.689941,1044.689941,1144300\
2019-01-15,1050.170044,1080.050049,1047.339966,1077.150024,1077.150024,1463600\
2019-01-16,1080.000000,1092.375000,1079.339966,1080.969971,1080.969971,1324400\
}
